vadd.f64,vmov,ldrb.w,movw,movs,vadd.f64,vmov,ldrb.w,movw,movs
vmov,movw,mul.w,movt,ldrh.w,vmov,movw,mul.w,movt,ldrh.w
vmov.f64,movt,cmp,ldrd,mov,vmov.f64,movt,cmp,ldrd,mov
vadd.f64,vmov.f32,bne.n,strd,ldr.w,vadd.f64,vmov.f32,bne.n,strd,ldr.w
blx,push,eors,cmp,ldrh.w,blx,push,eors,cmp,ldrh.w
add,sub,ldrb.w,bgt.n,lsls,add,sub,ldrb.w,bgt.n,lsls
add,bic.w,mul.w,movs,orrs,add,bic.w,mul.w,movs,orrs
ldr,cmp,cmp,adds,ldr.w,ldr,cmp,cmp,adds,ldr.w
push,ble.n,bne.n,mov,orrs,push,ble.n,bne.n,mov,orrs
vpush,cmp.w,eors,mov.w,orrs,vpush,cmp.w,eors,mov.w,orrs
sub,blt.n,ldrb.w,strd,ldrh,sub,blt.n,ldrb.w,strd,ldrh
vmov.f64,beq.n,mul.w,movw,mov,vmov.f64,beq.n,mul.w,movw,mov
vmov.f64,vsub.f32,cmp,movt,mul.w,vmov.f64,vsub.f32,cmp,movt,mul.w
blx,add,bne.n,ldrd,mla,blx,add,bne.n,ldrd,mla
add,pop,eors,strd,umull,add,pop,eors,strd,umull
add,vadd.f32,ldrb.w,adds,adds,add,vadd.f32,ldrb.w,adds,adds
ldr,vdiv.f32,mul.w,cmp.w,add,ldr,vdiv.f32,mul.w,cmp.w,add
vmov,vsub.f32,cmp,blt.w,adc.w,vmov,vsub.f32,cmp,blt.w,adc.w
and.w,vmul.f32,bne.n,cmp,strh.w,and.w,vmul.f32,bne.n,cmp,strh.w
bx,blx,eors,bne.n,strh.w,bx,blx,eors,bne.n,strh.w
vmov.f64,add,ldrb.w,movs,lsrs,vmov.f64,add,ldrb.w,movs,lsrs
mov,add,mul.w,adds,strh.w,mov,add,mul.w,adds,strh.w
bl,ldr,cmp,mov,ldmia.w,bl,ldr,cmp,mov,ldmia.w
vmov,vmov,bne.n,mov.w,bx,vmov,vmov,bne.n,mov.w,bx
push,movw,eors,strd,cmp,push,movw,eors,strd,cmp
movs,movt,ldrb.w,movw,blt.n,movs,movt,ldrb.w,movw,blt.n
movt,vmov.f32,mul.w,movt,ldrh,movt,vmov.f32,mul.w,movt,ldrh
bic.w,push,cmp,ldrd,vmov.f64,bic.w,push,cmp,ldrd,vmov.f64
ubfx,sub,bne.n,strd,ldrh,ubfx,sub,bne.n,strd,ldrh
orrs,bic.w,eors,cmp,movw,orrs,bic.w,eors,cmp,movw
lsrs,cmp,ldrb.w,ble.n,ldrh,lsrs,cmp,ldrb.w,ble.n,ldrh
lsls,ble.n,mul.w,movs,movs,lsls,ble.n,mul.w,movs,movs
orrs.w,cmp.w,cmp,b.n,lsls,orrs.w,cmp.w,cmp,b.n,lsls
it,blt.n,bne.n,adds,bfi,it,blt.n,bne.n,adds,bfi
bne.n,beq.n,eors,mov,orr.w,bne.n,beq.n,eors,mov,orr.w
cbnz,vsub.f32,ldrb.w,mov.w,lsls,cbnz,vsub.f32,ldrb.w,mov.w,lsls
cmp,add,mul.w,strd,orr.w,cmp,add,mul.w,strd,orr.w
it,pop,cmp,movw,bfi,it,pop,cmp,movw,bfi
bne.n,vsub.f32,bne.n,movt,movs,bne.n,vsub.f32,bne.n,movt,movs
rsbsne,vmul.f32,eors,ldrd,bfi,rsbsne,vmul.f32,eors,ldrd,bfi
it,vmov.f32,ldrb.w,strd,movs,it,vmov.f32,ldrb.w,strd,movs
movcc,blx,mul.w,cmp,vmov,movcc,blx,mul.w,cmp,vmov
b.n,add,cmp,bgt.n,vsub.f64,b.n,add,cmp,bgt.n,vsub.f64
pop,add,bne.n,movs,vstr,pop,add,bne.n,movs,vstr
bx,ldr,eors,b.n,pop,bx,ldr,eors,b.n,pop
vmov.f64,vmov,ldrb.w,adds,vldr,vmov.f64,vmov,ldrb.w,adds,vldr
mov,movw,mul.w,mov,add,mov,movw,mul.w,mov,add
bl,movt,cmp,mov.w,pop,bl,movt,cmp,mov.w,pop
vmov,vmov.f32,bne.n,strd,vadd.f64,vmov,vmov.f32,bne.n,strd,vadd.f64
push,push,eors,movw,blx,push,push,eors,movw,blx
movs,sub,ldrb.w,movt,add,movs,sub,ldrb.w,movt,add
movt,bic.w,mul.w,ldrd,add,movt,bic.w,mul.w,ldrd,add
bic.w,cmp,cmp,strd,ldr,bic.w,cmp,cmp,strd,ldr
ubfx,ble.n,bne.n,cmp,ldr,ubfx,ble.n,bne.n,cmp,ldr
orrs,cmp.w,eors,bne.n,push,orrs,cmp.w,eors,bne.n,push
lsrs,blt.n,ldrb.w,movs,add,lsrs,blt.n,ldrb.w,movs,add
lsls,beq.n,mul.w,b.n,sub,lsls,beq.n,mul.w,b.n,sub
orrs.w,vsub.f32,cmp,adds,add,orrs.w,vsub.f32,cmp,adds,add
it,add,bne.n,mov,mov,it,add,bne.n,mov,mov
bne.n,pop,eors,mov.w,bl,bne.n,pop,eors,mov.w,bl
cbnz,subs,ldrb.w,strd,push,cbnz,subs,ldrb.w,strd,push
cmp,vdiv.f32,mul.w,movw,mov,cmp,vdiv.f32,mul.w,movw,mov
it,bne.n,cmp,movt,mov,it,bne.n,cmp,movt,mov
bne.n,vadd.f32,bne.n,ldrd,bl,bne.n,vadd.f32,bne.n,ldrd,bl
rsbsne,vmul.f32,eors,strd,ldrh,rsbsne,vmul.f32,eors,strd,ldrh
it,vsub.f32,ldrb.w,cmp,mov,it,vsub.f32,ldrb.w,cmp,mov
movcc,vdiv.f32,mul.w,ble.n,stmdb,movcc,vdiv.f32,mul.w,ble.n,stmdb
b.n,vdiv.f32,cmp,movs,cbz,b.n,vdiv.f32,cmp,movs,cbz
pop,vmov.f32,bne.n,adds,ldrh.w,pop,vmov.f32,bne.n,adds,ldrh.w
bx,vadd.f32,eors,mov,movs,bx,vadd.f32,eors,mov,movs
vabs.f64,blx,ldrb.w,mov.w,ldrh.w,vabs.f64,blx,ldrb.w,mov.w,ldrh.w
cmp,add,mul.w,strd,mov,cmp,add,mul.w,strd,mov
ble.w,add,cmp,movw,ldr.w,ble.w,add,cmp,movw,ldr.w
beq.n,ldr,bne.n,movt,ldrh.w,beq.n,ldr,bne.n,movt,ldrh.w
cmp,vmov,eors,ldrd,lsls,cmp,vmov,eors,ldrd,lsls
beq.n,movw,ldrb.w,strd,orrs,beq.n,movw,ldrb.w,strd,orrs
vldr,movt,mul.w,cmp,ldr.w,vldr,movt,mul.w,cmp,ldr.w
vldr,vmov.f32,cmp,bgt.n,orrs,vldr,vmov.f32,cmp,bgt.n,orrs
b.n,push,bne.n,movs,orrs,b.n,push,bne.n,movs,orrs
vmov.f64,sub,eors,adds,ldrh,vmov.f64,sub,eors,adds,ldrh
vmov.f64,bic.w,ldrb.w,mov,mov,vmov.f64,bic.w,ldrb.w,mov,mov
add,cmp,mul.w,mov.w,mul.w,add,cmp,mul.w,mov.w,mul.w
vpop,ble.n,cmp,strd,mla,vpop,ble.n,cmp,strd,mla
pop,cmp.w,bne.n,movw,umull,pop,cmp.w,bne.n,movw,umull
vsub.f64,blt.n,eors,movt,adds,vsub.f64,blt.n,eors,movt,adds
vsub.f64,beq.n,ldrb.w,ldrd,add,vsub.f64,beq.n,ldrb.w,ldrd,add
vmov.f64,vsub.f32,mul.w,strd,adc.w,vmov.f64,vsub.f32,mul.w,strd,adc.w
vmov.f64,add,cmp,cmp,strh.w,vmov.f64,add,cmp,cmp,strh.w
blx,pop,bne.n,bne.n,strh.w,blx,pop,bne.n,bne.n,strh.w
add,vmul.f32,eors,movs,lsrs,add,vmul.f32,eors,movs,lsrs
add,vadd.f32,ldrb.w,adds,strh.w,add,vadd.f32,ldrb.w,adds,strh.w
ldr,vadd.f32,mul.w,mov,ldmia.w,ldr,vadd.f32,mul.w,mov,ldmia.w
vmov.f64,vadd.f32,cmp,mov.w,bx,vmov.f64,vadd.f32,cmp,mov.w,bx
vneg.f64,blx,bne.n,strd,cmp,vneg.f64,blx,bne.n,strd,cmp
vmov.f64,add,eors,movw,ittte,vmov.f64,add,eors,movw,ittte
vmov.f64,add,ldrb.w,movt,ldrhge,vmov.f64,add,ldrb.w,movt,ldrhge
b.w,ldr,mul.w,ldrd,movge,b.w,ldr,mul.w,ldrd,movge
push,vmov,cmp,strd,ldrhge,push,vmov,cmp,strd,ldrhge
vpush,movw,bne.n,cmp,ittt,vpush,movw,bne.n,cmp,ittt
sub,movt,eors,ble.n,lslge,sub,movt,eors,ble.n,lslge
vmov.f64,vmov.f32,ldrb.w,movs,orrge.w,vmov.f64,vmov.f32,ldrb.w,movs,orrge.w
vmov.f64,push,mul.w,b.n,strge,vmov.f64,push,mul.w,b.n,strge
bl,sub,cmp,adds,pop,bl,sub,cmp,adds,pop
vmov,bic.w,bne.n,mov,ldr,vmov,bic.w,bne.n,mov,ldr
push,cmp,eors,mov.w,add,push,cmp,eors,mov.w,add
movs,ble.n,ldrb.w,strd,pop,movs,ble.n,ldrb.w,strd,pop
movt,cmp.w,mul.w,movw,subs,movt,cmp.w,mul.w,movw,subs
bic.w,blt.n,cmp,movt,add,bic.w,blt.n,cmp,movt,add
ubfx,beq.n,bne.n,ldrd,bne.n,ubfx,beq.n,bne.n,ldrd,bne.n
orrs,vsub.f32,eors,strd,blx,orrs,vsub.f32,eors,strd,blx
lsrs,add,ldrb.w,cmp,add,lsrs,add,ldrb.w,cmp,add
lsls,pop,mul.w,bgt.n,add,lsls,pop,mul.w,bgt.n,add
orrs.w,vadd.f32,cmp,movs,ldr,orrs.w,vadd.f32,cmp,movs,ldr
it,vdiv.f32,bne.n,b.n,ldr,it,vdiv.f32,bne.n,b.n,ldr
bne.n,vsub.f32,eors,adds,push,bne.n,vsub.f32,eors,adds,push
cbnz,vmul.f32,ldrb.w,mov,add,cbnz,vmul.f32,ldrb.w,mov,add
cmp,blx,mul.w,mov.w,sub,cmp,blx,mul.w,mov.w,sub
it,add,cmp,strd,mov,it,add,cmp,strd,mov
bne.n,add,bne.n,movw,mov,bne.n,add,bne.n,movw,mov
rsbsne,ldr,eors,movt,bl,rsbsne,ldr,eors,movt,bl
it,vmov,ldrb.w,ldrd,push,it,vmov,ldrb.w,ldrd,push
movcc,movw,mul.w,strd,mov,movcc,movw,mul.w,strd,mov
b.n,movt,cmp,cmp,mov,b.n,movt,cmp,cmp,mov
pop,vmov.f32,bne.n,bne.n,bl,pop,vmov.f32,bne.n,bne.n,bl
bx,push,eors,movs,ldrh,bx,push,eors,movs,ldrh
vmov.f64,sub,ldrb.w,b.n,mov,vmov.f64,sub,ldrb.w,b.n,mov
mov,bic.w,mul.w,adds,stmdb,mov,bic.w,mul.w,adds,stmdb
bl,cmp,cmp,mov,cbz,bl,cmp,cmp,mov,cbz
vmov,ble.n,bne.n,mov.w,ldrh.w,vmov,ble.n,bne.n,mov.w,ldrh.w
push,cmp.w,eors,strd,movs,push,cmp.w,eors,strd,movs
movs,blt.n,ldrb.w,movw,ldrh.w,movs,blt.n,ldrb.w,movw,ldrh.w
movt,beq.n,mul.w,movt,mov,movt,beq.n,mul.w,movt,mov
bic.w,vsub.f32,cmp,ldrd,ldr.w,bic.w,vsub.f32,cmp,ldrd,ldr.w
ubfx,add,bne.n,strd,ldrh.w,ubfx,add,bne.n,strd,ldrh.w
orrs,pop,eors,cmp,lsls,orrs,pop,eors,cmp,lsls
lsrs,vsub.f32,ldrb.w,ble.n,orrs,lsrs,vsub.f32,ldrb.w,ble.n,orrs
lsls,vmul.f32,mul.w,movs,ldr.w,lsls,vmul.f32,mul.w,movs,ldr.w
orrs.w,vmov.f32,cmp,adds,orrs,orrs.w,vmov.f32,cmp,adds,orrs
it,blx,bne.n,mov,orrs,it,blx,bne.n,mov,orrs
bne.n,add,eors,mov.w,ldrh,bne.n,add,eors,mov.w,ldrh
cbnz,add,ldrb.w,strd,mov,cbnz,add,ldrb.w,strd,mov
cmp,ldr,mul.w,movw,mul.w,cmp,ldr,mul.w,movw,mul.w
it,vmov,cmp,movt,mla,it,vmov,cmp,movt,mla
bne.n,movw,bne.n,ldrd,umull,bne.n,movw,bne.n,ldrd,umull
rsbsne,movt,eors,strd,adds,rsbsne,movt,eors,strd,adds
it,vmov.f32,ldrb.w,cmp,add,it,vmov.f32,ldrb.w,cmp,add
movcc,push,mul.w,bgt.n,adc.w,movcc,push,mul.w,bgt.n,adc.w
b.n,sub,cmp,movs,strh.w,b.n,sub,cmp,movs,strh.w
pop,bic.w,bne.n,adds,strh.w,pop,bic.w,bne.n,adds,strh.w
bx,cmp,eors,mov,lsrs,bx,cmp,eors,mov,lsrs
cmp,ble.n,ldrb.w,mov.w,strh.w,cmp,ble.n,ldrb.w,mov.w,strh.w
ble.w,cmp.w,mul.w,strd,ldmia.w,ble.w,cmp.w,mul.w,strd,ldmia.w
beq.n,blt.n,cmp,movw,bx,beq.n,blt.n,cmp,movw,bx
vcmp.f64,beq.n,bne.n,movt,cmp,vcmp.f64,beq.n,bne.n,movt,cmp
vldr,vsub.f32,eors,ldrd,blt.n,vldr,vsub.f32,eors,ldrd,blt.n
vmrs,add,ldrb.w,strd,ldrh,vmrs,add,ldrb.w,strd,ldrh
it,pop,mul.w,adds,vmov.f64,it,pop,mul.w,adds,vmov.f64
vmovne.f64,subs,cmp,cmp.w,ldrh,vmovne.f64,subs,cmp,cmp.w,ldrh
b.n,vdiv.f32,bne.n,blt.w,movw,b.n,vdiv.f32,bne.n,blt.w,movw
vmov.f64,bne.n,eors,cmp,ldrh,vmov.f64,bne.n,eors,cmp,ldrh
vmov.f64,vadd.f32,ldrb.w,bne.n,movs,vmov.f64,vadd.f32,ldrb.w,bne.n,movs
add,vmul.f32,mul.w,movs,lsls,add,vmul.f32,mul.w,movs,lsls
vpop,vsub.f32,cmp,adds,bfi,vpop,vsub.f32,cmp,adds,bfi
pop,vdiv.f32,bne.n,mov,orr.w,pop,vdiv.f32,bne.n,mov,orr.w
vmov.f64,vdiv.f32,eors,mov.w,lsls,vmov.f64,vdiv.f32,eors,mov.w,lsls
vmov.f64,vmov.f32,ldrb.w,strd,orr.w,vmov.f64,vmov.f32,ldrb.w,strd,orr.w
bl,vadd.f32,mul.w,movw,bfi,bl,vadd.f32,mul.w,movw,bfi
vmov.f64,blx,cmp,movt,movs,vmov.f64,blx,cmp,movt,movs
vpush,add,bne.n,ldrd,bfi,vpush,add,bne.n,ldrd,bfi
vmul.f64,add,eors,strd,movs,vmul.f64,add,eors,strd,movs
vmul.f64,ldr,ldrb.w,cmp,vmov,vmul.f64,ldr,ldrb.w,cmp,vmov
vmul.f64,vmov,mul.w,ble.n,vsub.f64,vmul.f64,vmov,mul.w,ble.n,vsub.f64
vmul.f64,movw,cmp,movs,vstr,vmul.f64,movw,cmp,movs,vstr
vsub.f64,movt,bne.n,b.n,pop,vsub.f64,movt,bne.n,b.n,pop
vcmp.f64,vmov.f32,eors,adds,vldr,vcmp.f64,vmov.f32,eors,adds,vldr
vadd.f64,push,ldrb.w,mov,add,vadd.f64,push,ldrb.w,mov,add
vmrs,sub,mul.w,mov.w,pop,vmrs,sub,mul.w,mov.w,pop
bne.n,bic.w,cmp,strd,vadd.f64,bne.n,bic.w,cmp,strd,vadd.f64
vcmp.f64,cmp,bne.n,movw,blx,vcmp.f64,cmp,bne.n,movw,blx
vmrs,ble.n,eors,movt,add,vmrs,ble.n,eors,movt,add
beq.n,cmp.w,ldrb.w,ldrd,add,beq.n,cmp.w,ldrb.w,ldrd,add
vsub.f64,blt.n,mul.w,strd,ldr,vsub.f64,blt.n,mul.w,strd,ldr
vcmp.f64,beq.n,cmp,cmp,ldr,vcmp.f64,beq.n,cmp,cmp,ldr
vmrs,vsub.f32,bne.n,bgt.n,push,vmrs,vsub.f32,bne.n,bgt.n,push
bne.w,add,eors,movs,add,bne.w,add,eors,movs,add
vcmp.f64,pop,ldrb.w,b.n,sub,vcmp.f64,pop,ldrb.w,b.n,sub
vmrs,vmul.f32,mul.w,adds,add,vmrs,vmul.f32,mul.w,adds,add
bne.w,vadd.f32,cmp,mov,mov,bne.w,vadd.f32,cmp,mov,mov
vsub.f64,vadd.f32,bne.n,mov.w,bl,vsub.f64,vadd.f32,bne.n,mov.w,bl
vcmp.f64,vadd.f32,eors,strd,push,vcmp.f64,vadd.f32,eors,strd,push
vmrs,blx,ldrb.w,movw,mov,vmrs,blx,ldrb.w,movw,mov
bne.w,add,mul.w,movt,mov,bne.w,add,mul.w,movt,mov
vcmp.f64,add,cmp,ldrd,bl,vcmp.f64,add,cmp,ldrd,bl
vmrs,ldr,bne.n,strd,ldrh,vmrs,ldr,bne.n,strd,ldrh
bne.w,vmov,eors,cmp,mov,bne.w,vmov,eors,cmp,mov
movs,movw,ldrb.w,bne.n,stmdb,movs,movw,ldrb.w,bne.n,stmdb
vsub.f64,movt,mul.w,movs,cbz,vsub.f64,movt,mul.w,movs,cbz
vcmp.f64,vmov.f32,cmp,b.n,ldrh.w,vcmp.f64,vmov.f32,cmp,b.n,ldrh.w
vmrs,push,bne.n,adds,movs,vmrs,push,bne.n,adds,movs
vcmp.f64,sub,eors,mov,ldrh.w,vcmp.f64,sub,eors,mov,ldrh.w
ite,bic.w,ldrb.w,mov.w,mov,ite,bic.w,ldrb.w,mov.w,mov
movne,cmp,mul.w,strd,ldr.w,movne,cmp,mul.w,strd,ldr.w
vmrs,ble.n,cmp,movw,ldrh.w,vmrs,ble.n,cmp,movw,ldrh.w
bne.w,cmp.w,bne.n,movt,lsls,bne.w,cmp.w,bne.n,movt,lsls
cmp,blt.n,eors,ldrd,orrs,cmp,blt.n,eors,ldrd,orrs
bne.w,beq.n,ldrb.w,strd,ldr.w,bne.w,beq.n,ldrb.w,strd,ldr.w
vsub.f64,vsub.f32,mul.w,cmp,orrs,vsub.f64,vsub.f32,mul.w,cmp,orrs
vcmp.f64,add,cmp,ble.n,orrs,vcmp.f64,add,cmp,ble.n,orrs
vmrs,pop,bne.n,movs,ldrh,vmrs,pop,bne.n,movs,ldrh
vcmp.f64,vadd.f32,eors,adds,mov,vcmp.f64,vadd.f32,eors,adds,mov
ite,vdiv.f32,ldrb.w,mov,mul.w,ite,vdiv.f32,ldrb.w,mov,mul.w
movne,vsub.f32,mul.w,mov.w,mla,movne,vsub.f32,mul.w,mov.w,mla
vmrs,vmul.f32,cmp,strd,umull,vmrs,vmul.f32,cmp,strd,umull
bne.n,blx,bne.n,movw,adds,bne.n,blx,bne.n,movw,adds
cmp,add,eors,movt,add,cmp,add,eors,movt,add
bne.n,add,ldrb.w,ldrd,adc.w,bne.n,add,ldrb.w,ldrd,adc.w
cmp,ldr,mul.w,strd,strh.w,cmp,ldr,mul.w,strd,strh.w
bne.n,vmov,cmp,cmp,strh.w,bne.n,vmov,cmp,cmp,strh.w
vsub.f64,movw,bne.n,bgt.n,lsrs,vsub.f64,movw,bne.n,bgt.n,lsrs
vcmp.f64,movt,eors,movs,strh.w,vcmp.f64,movt,eors,movs,strh.w
vmrs,vmov.f32,ldrb.w,adds,ldmia.w,vmrs,vmov.f32,ldrb.w,adds,ldmia.w
bne.n,push,mul.w,mov,bx,bne.n,push,mul.w,mov,bx
vcmp.f64,sub,cmp,mov.w,cmp,vcmp.f64,sub,cmp,mov.w,cmp
vmrs,bic.w,bne.n,strd,ittte,vmrs,bic.w,bne.n,strd,ittte
bne.n,cmp,eors,movw,ldrhge,bne.n,cmp,eors,movw,ldrhge
vsub.f64,ble.n,ldrb.w,movt,movge,vsub.f64,ble.n,ldrb.w,movt,movge
vcmp.f64,cmp.w,mul.w,ldrd,ldrhge,vcmp.f64,cmp.w,mul.w,ldrd,ldrhge
vmrs,blt.n,cmp,strd,ittt,vmrs,blt.n,cmp,strd,ittt
bne.n,beq.n,bne.n,cmp,lslge,bne.n,beq.n,bne.n,cmp,lslge
vcmp.f64,vsub.f32,eors,bne.n,orrge.w,vcmp.f64,vsub.f32,eors,bne.n,orrge.w
vmrs,add,ldrb.w,movs,strge,vmrs,add,ldrb.w,movs,strge
bne.n,pop,mul.w,adds,pop,bne.n,pop,mul.w,adds,pop
vsub.f64,vsub.f32,cmp,mov,ldr,vsub.f64,vsub.f32,cmp,mov,ldr
vcmp.f64,vmul.f32,bne.n,mov.w,add,vcmp.f64,vmul.f32,bne.n,mov.w,add
vmrs,vmov.f32,eors,strd,pop,vmrs,vmov.f32,eors,strd,pop
bne.n,blx,ldrb.w,movw,subs,bne.n,blx,ldrb.w,movw,subs
vcmp.f64,add,mul.w,movt,add,vcmp.f64,add,mul.w,movt,add
vmrs,add,cmp,ldrd,bne.n,vmrs,add,cmp,ldrd,bne.n
bne.n,ldr,bne.n,strd,blx,bne.n,ldr,bne.n,strd,blx
vsub.f64,vmov,eors,cmp,add,vsub.f64,vmov,eors,cmp,add
vcmp.f64,movw,ldrb.w,ble.n,add,vcmp.f64,movw,ldrb.w,ble.n,add
vmrs,movt,mul.w,movs,ldr,vmrs,movt,mul.w,movs,ldr
beq.n,vmov.f32,cmp,b.n,ldr,beq.n,vmov.f32,cmp,b.n,ldr
vcmp.f64,push,bne.n,adds,push,vcmp.f64,push,bne.n,adds,push
vmrs,sub,eors,mov,add,vmrs,sub,eors,mov,add
bne.n,bic.w,ldrb.w,mov.w,sub,bne.n,bic.w,ldrb.w,mov.w,sub
vpop,cmp,mul.w,strd,mov,vpop,cmp,mul.w,strd,mov
vmov.f64,ble.n,cmp,movw,mov,vmov.f64,ble.n,cmp,movw,mov
vmov.f64,cmp.w,bne.n,movt,bl,vmov.f64,cmp.w,bne.n,movt,bl
bx,blt.n,eors,ldrd,push,bx,blt.n,eors,ldrd,push
vmov.f64,beq.n,ldrb.w,strd,mov,vmov.f64,beq.n,ldrb.w,strd,mov
vmov.f64,vsub.f32,mul.w,cmp,mov,vmov.f64,vsub.f32,mul.w,cmp,mov
blx,add,cmp,bgt.n,bl,blx,add,cmp,bgt.n,bl
add,pop,bne.n,movs,ldrh,add,pop,bne.n,movs,ldrh
